time,proton_density_cm3,flow_speed_km_s,flow_pressure_npa,scalar_b_nt,bz_gsm_nt,proton_flux_cm2_s
2026-02-08 20:00:00,4.0,430.0,1.35,7.7,-1.4,172000000.0
2026-02-08 21:00:00,3.1,427.0,1.03,8.1,-4.3,132370000.0
2026-02-08 22:00:00,2.3,427.0,0.76,8.7,0.2,98209999.99999999
2026-02-08 23:00:00,2.2,423.0,0.72,8.6,-3.1,93060000.0
2026-02-09 00:00:00,2.1,407.0,0.65,9.1,-1.0,85470000.0
2026-02-09 01:00:00,2.3,415.0,0.71,9.5,0.4,95449999.99999999
2026-02-09 02:00:00,2.5,409.0,0.75,9.4,1.8,102250000.0
2026-02-09 03:00:00,2.6,409.0,0.79,9.4,0.9,106340000.00000001
2026-02-09 04:00:00,2.6,415.0,0.83,9.4,-0.3,107900000.0
2026-02-09 05:00:00,2.6,406.0,0.81,9.1,-0.1,105560000.00000001
2026-02-09 06:00:00,2.6,391.0,0.74,9.2,1.5,101660000.0
2026-02-09 07:00:00,2.8,412.0,0.89,8.8,2.4,115359999.99999999
2026-02-09 08:00:00,3.0,418.0,0.97,8.6,3.3,125400000.0
2026-02-09 09:00:00,2.8,408.0,0.88,8.9,1.2,114239999.99999999
2026-02-09 10:00:00,2.8,396.0,0.83,8.9,4.2,110880000.0
2026-02-09 11:00:00,2.9,410.0,0.91,8.5,1.0,118900000.0
2026-02-09 12:00:00,3.0,414.0,0.97,8.4,-1.4,124200000.0
2026-02-09 13:00:00,3.4,415.0,1.07,8.7,-0.8,141100000.0
2026-02-09 14:00:00,3.7,423.0,1.22,9.1,-0.5,156510000.0
2026-02-09 15:00:00,3.6,410.0,1.13,8.5,4.1,147600000.0
2026-02-09 16:00:00,3.3,413.0,1.05,8.5,3.1,136290000.0
2026-02-09 17:00:00,2.9,408.0,0.88,8.9,-0.2,118320000.0
2026-02-09 18:00:00,2.8,395.0,0.79,9.1,0.2,110600000.0
2026-02-09 19:00:00,2.7,387.0,0.72,9.3,0.3,104490000.00000001
2026-02-09 20:00:00,2.6,381.0,0.67,9.5,0.2,99060000.0
2026-02-09 21:00:00,2.6,385.0,0.69,9.8,-1.3,100100000.0
2026-02-09 22:00:00,3.0,383.0,0.79,9.6,2.2,114900000.0
2026-02-09 23:00:00,3.6,401.0,1.08,8.8,-2.6,144360000.0
2026-02-10 00:00:00,3.7,390.0,1.1,8.5,0.2,144300000.0
2026-02-10 01:00:00,5.5,417.0,2.01,6.8,1.4,229350000.0
2026-02-10 02:00:00,5.1,403.0,1.79,6.7,4.6,205529999.99999997
2026-02-10 03:00:00,4.0,401.0,1.31,8.0,6.2,160400000.0
2026-02-10 04:00:00,4.6,410.0,1.58,7.7,5.3,188599999.99999997
2026-02-10 05:00:00,5.7,405.0,1.86,7.4,2.9,230850000.0
2026-02-10 06:00:00,5.2,403.0,1.68,7.9,6.1,209560000.0
2026-02-10 07:00:00,5.2,408.0,1.72,8.6,7.0,212160000.0
2026-02-10 08:00:00,6.2,421.0,2.28,6.9,2.8,261020000.00000003
2026-02-10 09:00:00,6.7,426.0,2.46,6.7,-2.2,285420000.0
2026-02-10 10:00:00,6.0,428.0,2.17,7.5,-5.7,256800000.0
2026-02-10 11:00:00,5.9,424.0,2.06,7.4,-2.6,250160000.00000003
2026-02-10 12:00:00,5.7,452.0,2.33,6.6,-0.3,257640000.0
2026-02-10 13:00:00,5.5,440.0,2.18,7.7,-0.6,242000000.0
2026-02-10 14:00:00,5.9,441.0,2.25,7.6,0.9,260190000.0
2026-02-10 15:00:00,6.2,436.0,2.24,7.4,3.7,270320000.0
2026-02-10 16:00:00,5.9,434.0,2.09,8.0,0.9,256060000.00000003
2026-02-10 17:00:00,5.4,458.0,2.1,8.5,0.1,247320000.00000003
2026-02-10 18:00:00,5.2,457.0,2.03,8.2,-3.1,237640000.0
2026-02-10 19:00:00,5.1,475.0,2.23,7.5,-4.0,242250000.0
2026-02-10 20:00:00,5.2,487.0,2.42,7.1,-3.6,253240000.0
2026-02-10 21:00:00,5.1,468.0,2.22,7.5,-5.3,238679999.99999997
2026-02-10 22:00:00,5.2,469.0,2.22,7.5,-0.4,243880000.00000003
2026-02-10 23:00:00,4.8,464.0,2.03,7.0,-2.5,222719999.99999997
2026-02-11 00:00:00,4.8,463.0,2.0,6.9,-3.4,222240000.0
2026-02-11 01:00:00,4.9,447.0,1.9,7.0,-2.7,219030000.00000003
2026-02-11 02:00:00,4.9,465.0,2.07,7.1,-4.3,227850000.0
2026-02-11 03:00:00,4.7,460.0,1.97,6.5,2.6,216200000.0
2026-02-11 04:00:00,4.3,459.0,1.89,6.3,0.0,197369999.99999997
2026-02-11 05:00:00,4.5,442.0,1.74,6.4,-1.0,198900000.0
2026-02-11 06:00:00,4.5,467.0,1.95,6.6,-0.9,210150000.0
2026-02-11 07:00:00,5.0,490.0,2.29,6.9,-3.4,245000000.0
2026-02-11 08:00:00,5.0,478.0,2.22,6.5,-2.7,239000000.0
2026-02-11 09:00:00,4.7,478.0,2.04,6.6,1.1,224660000.0
2026-02-11 10:00:00,4.9,480.0,2.18,6.7,-1.4,235200000.0
2026-02-11 11:00:00,4.9,494.0,2.29,6.5,-3.1,242060000.00000003
2026-02-11 12:00:00,5.1,471.0,2.18,6.9,-0.5,240210000.0
2026-02-11 13:00:00,4.9,471.0,2.11,6.4,-3.1,230790000.0
2026-02-11 14:00:00,4.5,454.0,1.74,7.0,-1.2,204300000.0
2026-02-11 15:00:00,3.8,433.0,1.35,7.1,-2.4,164540000.0
2026-02-11 16:00:00,3.9,456.0,1.53,7.1,-3.3,177840000.0
2026-02-11 17:00:00,4.3,460.0,1.72,7.0,-4.5,197800000.0
2026-02-11 18:00:00,4.2,451.0,1.61,6.7,-3.8,189420000.0
2026-02-11 19:00:00,4.7,453.0,1.92,6.0,-3.9,212910000.0
2026-02-11 20:00:00,5.1,440.0,2.01,5.9,-3.6,224400000.0
2026-02-11 21:00:00,5.0,433.0,1.9,5.8,-2.8,216500000.0
2026-02-11 22:00:00,4.5,418.0,1.55,6.1,-2.3,188100000.0
2026-02-11 23:00:00,4.8,423.0,1.66,5.9,-0.9,203040000.0
2026-02-12 00:00:00,5.1,431.0,1.82,6.0,-0.7,219810000.0
2026-02-12 01:00:00,5.6,428.0,1.94,6.9,0.9,239679999.99999997
2026-02-12 02:00:00,5.3,412.0,1.76,6.8,3.1,218360000.0
2026-02-12 03:00:00,5.2,397.0,1.62,6.7,-2.0,206440000.0
2026-02-12 04:00:00,5.6,407.0,1.9,6.0,-0.7,227919999.99999997
2026-02-12 05:00:00,5.3,399.0,1.78,5.8,-0.2,211469999.99999997
2026-02-12 06:00:00,5.5,405.0,1.8,6.1,0.3,222750000.0
2026-02-12 07:00:00,5.5,401.0,1.75,6.5,-1.9,220550000.0
2026-02-12 08:00:00,5.2,407.0,1.68,6.5,-3.1,211640000.0
2026-02-12 09:00:00,5.0,412.0,1.64,6.3,-4.0,206000000.0
2026-02-12 10:00:00,4.6,396.0,1.45,5.5,-3.4,182160000.0
2026-02-12 11:00:00,4.7,388.0,1.48,4.9,1.6,182360000.0
2026-02-12 12:00:00,4.6,369.0,1.41,5.8,-0.1,169740000.0
2026-02-12 13:00:00,4.9,369.0,1.33,5.9,-1.5,180810000.0
2026-02-12 14:00:00,4.4,376.0,1.25,6.0,-3.0,165440000.0
2026-02-12 15:00:00,4.9,378.0,1.44,5.5,-3.3,185220000.0
2026-02-12 16:00:00,4.8,376.0,1.37,5.6,-3.8,180480000.0
2026-02-12 17:00:00,4.4,377.0,1.31,4.4,-0.0,165880000.00000003
2026-02-12 18:00:00,4.2,373.0,1.2,5.1,-1.0,156660000.0
2026-02-12 19:00:00,5.0,405.0,1.54,5.3,2.3,202500000.0
2026-02-12 20:00:00,4.9,398.0,1.47,5.4,1.1,195020000.0
2026-02-12 21:00:00,4.8,391.0,1.39,5.4,-0.4,187680000.0
2026-02-12 22:00:00,4.7,386.0,1.37,5.5,-1.2,181420000.0
2026-02-12 23:00:00,6.4,402.0,2.02,7.5,-5.8,257280000.00000003
2026-02-13 00:00:00,6.5,395.0,1.95,7.4,-5.9,256750000.0
2026-02-13 01:00:00,6.5,391.0,1.93,7.1,-3.6,254150000.0
2026-02-13 02:00:00,5.5,390.0,1.6,7.3,-3.4,214500000.0
2026-02-13 03:00:00,3.8,410.0,1.19,8.5,6.7,155800000.0
2026-02-13 04:00:00,3.2,395.0,0.93,8.4,4.9,126400000.0
2026-02-13 05:00:00,3.2,372.0,0.83,8.5,2.7,119040000.00000001
2026-02-13 06:00:00,2.9,372.0,0.75,8.4,-2.0,107880000.0
2026-02-13 07:00:00,3.7,359.0,0.91,8.3,-4.0,132830000.0
2026-02-13 08:00:00,3.1,360.0,0.75,7.7,-5.3,111600000.0
2026-02-13 09:00:00,2.4,368.0,0.61,6.6,-4.6,88320000.0
2026-02-13 10:00:00,3.7,414.0,1.16,5.5,0.1,153180000.00000003
2026-02-13 11:00:00,3.4,410.0,1.04,6.4,2.6,139400000.0
2026-02-13 12:00:00,3.3,404.0,0.99,7.0,0.3,133319999.99999999
2026-02-13 13:00:00,3.3,397.0,0.98,6.9,-1.3,131009999.99999999
2026-02-13 14:00:00,3.7,391.0,1.07,7.3,-1.5,144670000.0
2026-02-13 15:00:00,5.6,415.0,1.8,7.0,-3.3,232400000.0
2026-02-13 16:00:00,5.8,419.0,1.87,6.9,-1.7,243019999.99999997
2026-02-13 17:00:00,7.4,434.0,2.51,7.4,-0.5,321160000.00000006
2026-02-13 18:00:00,5.6,428.0,1.86,8.7,-2.0,239679999.99999997
2026-02-13 19:00:00,4.7,421.0,1.51,9.5,-3.4,197870000.0
2026-02-13 20:00:00,5.3,412.0,1.63,9.3,-5.6,218360000.0
2026-02-13 21:00:00,5.7,399.0,1.64,8.4,-6.2,227430000.00000003
2026-02-13 22:00:00,8.1,395.0,2.33,6.8,-2.8,319950000.0
2026-02-13 23:00:00,2.9,424.0,0.98,8.2,-5.8,122959999.99999999
2026-02-14 00:00:00,2.4,424.0,0.82,8.2,-1.8,101759999.99999999
2026-02-14 01:00:00,2.5,438.0,0.93,7.5,-1.5,109500000.0
2026-02-14 02:00:00,1.8,440.0,0.78,7.4,-0.7,79200000.0
2026-02-14 03:00:00,2.1,461.0,0.89,8.0,1.8,96810000.0
2026-02-14 04:00:00,2.7,454.0,1.06,7.8,1.8,122580000.00000001
2026-02-14 05:00:00,2.5,434.0,0.93,7.4,2.6,108500000.0
2026-02-14 06:00:00,2.2,443.0,1.07,7.6,2.0,97460000.0
2026-02-14 07:00:00,2.1,445.0,1.05,7.7,2.2,93450000.0
2026-02-14 08:00:00,2.6,433.0,0.97,7.5,3.0,112580000.0
2026-02-14 09:00:00,2.5,430.0,0.94,7.1,3.5,107500000.0
2026-02-14 10:00:00,3.1,436.0,1.2,7.0,5.2,135160000.0
2026-02-14 11:00:00,5.4,416.0,1.82,6.2,4.0,224640000.0
2026-02-14 12:00:00,4.7,415.0,1.64,8.9,3.8,195050000.0
2026-02-14 13:00:00,4.6,408.0,1.52,8.4,4.2,187680000.0
2026-02-14 14:00:00,5.4,392.0,1.62,7.5,1.6,211680000.00000003
2026-02-14 15:00:00,5.7,373.0,1.52,8.6,1.2,212610000.0
2026-02-14 16:00:00,7.6,383.0,2.24,9.1,3.9,291080000.0
2026-02-14 17:00:00,8.6,422.0,2.91,9.1,3.3,362920000.0
2026-02-14 18:00:00,9.8,442.0,3.63,9.1,4.3,433160000.00000006
2026-02-14 19:00:00,10.9,466.0,4.38,11.3,-4.1,507940000.00000006
2026-02-14 20:00:00,7.4,472.0,3.08,12.8,-8.6,349280000.0
2026-02-14 21:00:00,4.6,481.0,1.99,11.7,-11.0,221260000.0
2026-02-14 22:00:00,4.0,490.0,1.81,10.7,-7.4,196000000.0
2026-02-14 23:00:00,5.6,494.0,2.55,8.4,-7.1,276639999.99999994
2026-02-15 00:00:00,6.9,518.0,3.43,7.1,-3.7,357420000.0
2026-02-15 01:00:00,5.7,549.0,3.12,7.8,-6.8,312930000.0
2026-02-15 02:00:00,3.4,562.0,2.02,6.9,0.8,191080000.0
2026-02-15 03:00:00,2.6,579.0,1.72,9.0,-0.0,150540000.0
2026-02-15 04:00:00,2.7,605.0,1.99,10.3,-5.7,163350000.0
2026-02-15 05:00:00,2.8,590.0,1.91,10.7,-0.9,165200000.0
2026-02-15 06:00:00,3.3,587.0,2.16,10.4,3.7,193710000.0
2026-02-15 07:00:00,4.0,585.0,2.6,11.0,2.0,234000000.0
2026-02-15 08:00:00,3.3,588.0,2.26,11.5,3.9,194040000.0
2026-02-15 09:00:00,4.0,606.0,2.75,11.8,4.6,242400000.0
2026-02-15 10:00:00,3.4,628.0,2.5,10.5,6.7,213519999.99999997
2026-02-15 11:00:00,2.5,638.0,1.88,8.5,2.1,159500000.0
2026-02-15 12:00:00,2.9,667.0,2.39,8.7,5.8,193430000.0
2026-02-15 13:00:00,2.5,638.0,1.9,8.4,1.6,159500000.0
2026-02-15 14:00:00,2.9,670.0,2.43,8.2,3.3,194300000.0
2026-02-15 15:00:00,2.4,621.0,1.77,8.1,1.7,149040000.0
2026-02-15 16:00:00,2.9,632.0,2.17,8.2,-0.1,183280000.0
2026-02-15 17:00:00,3.1,643.0,2.42,8.0,-1.5,199330000.0
2026-02-15 18:00:00,3.0,648.0,2.39,8.1,2.0,194400000.0
2026-02-15 19:00:00,3.0,653.0,2.48,7.7,1.5,195900000.0
2026-02-15 20:00:00,2.9,657.0,2.63,7.0,1.8,190530000.0
2026-02-15 21:00:00,3.0,636.0,2.44,7.2,2.5,190800000.0
2026-02-15 22:00:00,3.2,620.0,2.39,6.8,-1.0,198400000.0
2026-02-15 23:00:00,2.8,611.0,2.06,5.2,-1.8,171080000.0
2026-02-16 00:00:00,3.2,631.0,2.44,5.4,-3.1,201920000.0
2026-02-16 01:00:00,3.1,610.0,2.2,5.5,0.6,189100000.0
2026-02-16 02:00:00,3.6,621.0,2.68,6.4,1.7,223560000.0
2026-02-16 03:00:00,4.1,613.0,2.99,7.0,-3.7,251329999.99999997
2026-02-16 04:00:00,4.0,617.0,2.94,6.7,-4.8,246800000.0
2026-02-16 05:00:00,4.1,610.0,2.96,6.8,-4.8,250100000.0
2026-02-16 06:00:00,3.9,597.0,2.68,6.8,-2.0,232829999.99999997
2026-02-16 07:00:00,3.7,583.0,2.39,6.5,1.1,215710000.0
2026-02-16 08:00:00,3.5,575.0,2.17,6.7,0.1,201250000.0
2026-02-16 09:00:00,2.7,566.0,1.68,6.4,-0.6,152820000.0
2026-02-16 10:00:00,2.2,577.0,1.42,7.2,2.3,126940000.00000001
2026-02-16 11:00:00,2.9,597.0,1.95,7.8,4.1,173130000.0
2026-02-16 12:00:00,2.7,602.0,1.89,7.5,0.4,162540000.0
2026-02-16 13:00:00,2.8,622.0,2.18,6.9,2.3,174160000.0
2026-02-16 14:00:00,2.9,638.0,2.38,7.1,1.8,185020000.0
2026-02-16 15:00:00,3.2,644.0,2.64,7.3,1.0,206080000.00000003
2026-02-16 16:00:00,4.1,655.0,3.36,7.0,-2.7,268549999.99999994
2026-02-16 17:00:00,4.3,662.0,3.68,6.8,-3.1,284660000.0
2026-02-16 18:00:00,4.7,670.0,4.07,6.8,-4.8,314900000.0
2026-02-16 19:00:00,4.9,663.0,4.11,6.4,2.2,324870000.0
2026-02-16 20:00:00,4.1,673.0,3.56,5.6,0.7,275930000.0
2026-02-16 21:00:00,3.7,658.0,3.12,5.7,3.1,243460000.0
2026-02-16 22:00:00,3.4,659.0,2.88,6.1,1.9,224060000.0
2026-02-16 23:00:00,3.4,647.0,2.76,6.0,3.0,219979999.99999997
2026-02-17 00:00:00,3.4,638.0,2.64,5.9,1.0,216919999.99999997
2026-02-17 01:00:00,3.2,658.0,2.67,5.6,2.8,210560000.0
2026-02-17 02:00:00,2.7,676.0,2.35,5.7,1.8,182520000.0
2026-02-17 03:00:00,2.7,649.0,2.22,4.7,2.5,175230000.00000003
2026-02-17 04:00:00,2.4,642.0,1.92,4.8,2.2,154080000.0
2026-02-17 05:00:00,2.2,643.0,1.76,5.0,2.1,141460000.0
2026-02-17 06:00:00,2.1,621.0,1.51,5.0,1.6,130410000.00000001
2026-02-17 07:00:00,2.1,616.0,1.5,5.0,1.3,129360000.00000001
2026-02-17 08:00:00,2.3,600.0,1.63,5.1,-3.3,138000000.0
2026-02-17 09:00:00,2.5,585.0,1.69,5.5,-3.2,146250000.0
2026-02-17 10:00:00,2.5,574.0,1.65,5.3,-2.0,143500000.0
2026-02-17 11:00:00,2.5,568.0,1.58,5.1,-0.2,142000000.0
2026-02-17 12:00:00,2.4,561.0,1.49,4.9,-0.4,134640000.0
2026-02-17 13:00:00,2.4,584.0,1.62,4.9,1.7,140160000.0
2026-02-17 14:00:00,2.3,566.0,1.48,4.8,-0.6,130180000.0
2026-02-17 15:00:00,2.5,565.0,1.61,4.7,-1.8,141250000.0
2026-02-17 16:00:00,2.5,574.0,1.69,4.1,1.2,143500000.0
2026-02-17 17:00:00,2.6,571.0,1.73,3.9,1.5,148460000.0
2026-02-17 18:00:00,2.7,567.0,1.79,3.8,2.3,153090000.0
2026-02-17 19:00:00,2.9,574.0,1.97,3.4,2.2,166460000.0
2026-02-17 20:00:00,2.7,552.0,1.7,3.9,-0.1,149040000.0
2026-02-17 21:00:00,2.4,536.0,1.46,4.3,-0.2,128639999.99999999
2026-02-17 22:00:00,2.8,534.0,1.66,4.2,1.5,149519999.99999997
2026-02-17 23:00:00,3.1,542.0,1.86,4.2,2.8,168020000.0
2026-02-18 00:00:00,3.2,540.0,1.85,4.2,0.5,172800000.0
2026-02-18 01:00:00,3.4,547.0,2.03,4.2,-0.7,185980000.0
2026-02-18 02:00:00,3.1,539.0,1.86,4.2,0.6,167090000.0
2026-02-18 03:00:00,3.2,543.0,1.9,4.0,-1.0,173760000.0
2026-02-18 04:00:00,3.3,545.0,1.93,4.3,-0.2,179850000.0
2026-02-18 05:00:00,3.4,540.0,1.94,4.1,-1.8,183600000.0
2026-02-18 06:00:00,3.4,536.0,1.92,3.9,-0.8,182240000.0
2026-02-18 07:00:00,3.1,525.0,1.71,4.0,-0.2,162750000.0
2026-02-18 08:00:00,3.4,522.0,1.79,4.5,0.1,177480000.0
2026-02-18 09:00:00,3.2,510.0,1.65,4.8,-0.2,163200000.0
2026-02-18 10:00:00,3.5,518.0,1.91,4.6,1.3,181300000.0
2026-02-18 11:00:00,3.6,526.0,2.0,3.9,0.8,189360000.0
2026-02-18 12:00:00,3.8,513.0,1.94,4.6,0.9,194940000.0
2026-02-18 13:00:00,3.5,498.0,1.68,5.0,-1.4,174300000.0
2026-02-18 14:00:00,3.3,495.0,1.56,4.9,-1.1,163350000.0
2026-02-18 15:00:00,3.8,504.0,1.86,4.9,1.1,191519999.99999997
2026-02-18 16:00:00,,,,4.4,0.1,
2026-02-18 17:00:00,3.8,477.0,1.73,4.6,-1.4,181260000.0
2026-02-18 18:00:00,4.1,475.0,1.86,4.7,1.6,194749999.99999997
2026-02-18 19:00:00,4.5,462.0,1.96,4.7,1.3,207900000.0
2026-02-18 20:00:00,4.2,469.0,1.87,4.5,2.8,196980000.00000003
2026-02-18 21:00:00,4.5,461.0,1.95,5.6,3.7,207450000.0
2026-02-18 22:00:00,4.6,460.0,2.02,5.4,-1.6,211600000.0
2026-02-18 23:00:00,4.8,463.0,2.06,5.3,-3.1,222240000.0
2026-02-19 00:00:00,5.2,465.0,2.34,4.8,-1.1,241800000.0
2026-02-19 01:00:00,5.5,473.0,2.47,4.7,-2.1,260150000.0
2026-02-19 02:00:00,5.6,480.0,2.6,5.0,-3.9,268800000.0
2026-02-19 03:00:00,5.4,471.0,2.45,5.6,-0.8,254340000.0
2026-02-19 04:00:00,4.8,459.0,2.09,6.0,-1.7,220319999.99999997
2026-02-19 05:00:00,5.5,466.0,2.39,6.8,-2.0,256300000.0
2026-02-19 06:00:00,5.4,466.0,2.3,6.7,-2.9,251640000.0
2026-02-19 07:00:00,4.9,468.0,2.08,5.7,-1.4,229320000.00000003
2026-02-19 08:00:00,4.0,461.0,1.64,6.0,-2.3,184400000.0
2026-02-19 09:00:00,4.5,475.0,1.99,6.0,1.4,213750000.0
2026-02-19 10:00:00,4.7,480.0,2.21,5.6,0.7,225600000.0
2026-02-19 11:00:00,5.2,478.0,2.38,6.0,-0.7,248560000.0
2026-02-19 12:00:00,4.6,481.0,2.14,6.0,-2.3,221260000.0
2026-02-19 13:00:00,4.3,501.0,2.1,6.0,1.8,215429999.99999997
2026-02-19 14:00:00,3.5,493.0,1.6,6.0,-0.9,172550000.0
2026-02-19 15:00:00,3.4,541.0,1.91,5.2,2.8,183940000.0
2026-02-19 16:00:00,3.0,524.0,1.59,5.7,2.7,157200000.0
2026-02-19 17:00:00,3.5,524.0,1.84,5.2,2.8,183400000.0
2026-02-19 18:00:00,3.5,493.0,1.68,5.0,1.3,172550000.0
2026-02-19 19:00:00,3.6,504.0,1.81,4.5,1.2,181440000.0
2026-02-19 20:00:00,3.3,493.0,1.57,4.5,1.5,162690000.0
2026-02-19 21:00:00,3.4,506.0,1.72,4.6,2.0,172040000.0
2026-02-19 22:00:00,3.5,502.0,1.75,4.5,1.4,175700000.0
2026-02-19 23:00:00,3.1,496.0,1.5,4.9,0.4,153760000.0
2026-02-20 00:00:00,3.2,496.0,1.55,4.9,0.8,158720000.0
2026-02-20 01:00:00,3.0,492.0,1.44,4.6,0.4,147600000.0
2026-02-20 02:00:00,3.4,488.0,1.63,4.2,0.9,165920000.0
2026-02-20 03:00:00,4.2,471.0,1.9,4.6,2.1,197820000.0
2026-02-20 04:00:00,4.4,468.0,1.96,5.5,0.2,205920000.00000003
2026-02-20 05:00:00,3.5,479.0,1.59,5.9,-2.1,167650000.0
2026-02-20 06:00:00,3.0,481.0,1.41,5.6,-1.1,144300000.0
2026-02-20 07:00:00,2.7,481.0,1.24,5.5,-1.1,129870000.0
2026-02-20 08:00:00,2.7,481.0,1.22,5.4,-1.4,129870000.0
2026-02-20 09:00:00,2.2,492.0,1.06,5.5,-1.1,108240000.00000001
2026-02-20 10:00:00,2.7,469.0,1.14,5.6,-0.6,126630000.00000001
2026-02-20 11:00:00,4.1,476.0,1.73,6.7,-1.6,195160000.0
2026-02-20 12:00:00,5.9,470.0,2.57,8.7,-1.9,277300000.0
2026-02-20 13:00:00,5.6,451.0,2.34,9.2,-1.8,252560000.0
2026-02-20 14:00:00,8.6,457.0,3.78,6.6,0.5,393020000.0
2026-02-20 15:00:00,9.2,465.0,4.07,5.9,0.7,427800000.0
2026-02-20 16:00:00,8.1,478.0,3.67,6.6,-0.3,387180000.0
2026-02-20 17:00:00,9.3,479.0,4.26,5.7,-0.7,445470000.00000006
2026-02-20 18:00:00,8.3,472.0,3.67,8.2,1.3,391760000.00000006
2026-02-20 19:00:00,6.9,477.0,3.1,7.8,-2.3,329130000.0
2026-02-20 20:00:00,6.1,471.0,3.03,7.9,-0.1,287310000.0
2026-02-20 21:00:00,7.0,467.0,3.28,7.4,1.4,326900000.0
2026-02-20 22:00:00,10.5,473.0,4.77,7.3,0.5,496650000.0
2026-02-20 23:00:00,10.8,480.0,5.12,9.6,-1.1,518400000.0
2026-02-21 00:00:00,11.7,497.0,6.22,13.9,-6.3,581490000.0
2026-02-21 01:00:00,14.4,513.0,7.67,14.1,5.5,738720000.0
2026-02-21 02:00:00,17.6,494.0,10.01,12.1,8.2,869440000.0000001
2026-02-21 03:00:00,9.8,503.0,5.4,12.5,6.6,492940000.00000006
2026-02-21 04:00:00,4.2,531.0,2.38,13.3,2.5,223020000.00000003
2026-02-21 05:00:00,5.4,537.0,2.84,12.5,8.0,289980000.0
2026-02-21 06:00:00,6.1,519.0,3.35,12.1,7.8,316589999.99999994
2026-02-21 07:00:00,6.9,509.0,3.65,11.4,7.5,351210000.00000006
2026-02-21 08:00:00,9.5,502.0,4.54,11.5,7.9,476900000.0
2026-02-21 09:00:00,10.6,516.0,5.15,10.7,7.4,546960000.0
2026-02-21 10:00:00,9.3,517.0,4.55,10.5,6.6,480810000.00000006
2026-02-21 11:00:00,8.3,504.0,3.77,11.3,8.1,418320000.00000006
2026-02-21 12:00:00,7.5,478.0,3.09,10.9,8.1,358500000.0
2026-02-21 13:00:00,6.7,467.0,2.67,9.9,7.5,312890000.0
2026-02-21 14:00:00,5.7,470.0,2.25,9.3,6.3,267900000.0
2026-02-21 15:00:00,3.8,479.0,1.57,10.2,6.9,182019999.99999997
2026-02-21 16:00:00,4.7,482.0,2.03,11.8,9.3,226540000.0
2026-02-21 17:00:00,5.0,489.0,2.2,12.7,8.4,244500000.0
2026-02-21 18:00:00,5.7,500.0,2.63,12.1,0.0,285000000.0
2026-02-21 19:00:00,5.4,496.0,2.6,12.7,5.9,267840000.0
2026-02-21 20:00:00,7.5,511.0,4.29,13.0,2.7,383250000.0
2026-02-21 21:00:00,11.5,525.0,7.07,11.4,-1.2,603750000.0
2026-02-21 22:00:00,11.8,542.0,6.74,10.5,1.7,639560000.0
2026-02-21 23:00:00,8.3,544.0,4.99,11.4,4.6,451520000.00000006
2026-02-22 00:00:00,10.5,555.0,6.5,10.1,4.0,582750000.0
2026-02-22 01:00:00,12.0,555.0,7.21,9.2,0.9,666000000.0
2026-02-22 02:00:00,10.0,560.0,5.87,11.6,-5.9,560000000.0
2026-02-22 03:00:00,11.1,559.0,6.33,15.6,0.8,620490000.0
2026-02-22 04:00:00,10.8,545.0,5.83,13.5,5.5,588600000.0
2026-02-22 05:00:00,7.4,542.0,4.75,12.7,4.1,401080000.0
2026-02-22 06:00:00,5.7,541.0,3.96,11.3,-3.5,308370000.0
2026-02-22 07:00:00,6.0,512.0,3.52,10.7,-2.0,307200000.0
2026-02-22 08:00:00,6.3,532.0,3.85,11.2,-6.4,335160000.0
2026-02-22 09:00:00,5.4,621.0,4.31,11.6,-4.6,335340000.0
2026-02-22 10:00:00,5.4,637.0,4.63,10.8,-3.6,343980000.0
2026-02-22 11:00:00,6.0,653.0,5.33,10.1,1.7,391800000.0
2026-02-22 12:00:00,5.8,644.0,5.06,10.1,5.3,373520000.0
2026-02-22 13:00:00,5.6,629.0,4.65,10.2,-1.1,352239999.99999994
2026-02-22 14:00:00,5.0,619.0,4.02,9.4,-1.5,309500000.0
2026-02-22 15:00:00,4.6,611.0,3.43,9.8,-3.5,281060000.0
2026-02-22 16:00:00,4.2,607.0,3.1,9.7,-3.1,254940000.0
2026-02-22 17:00:00,4.8,645.0,4.19,7.2,1.5,309600000.0
2026-02-22 18:00:00,4.1,655.0,3.61,6.9,-1.5,268549999.99999994
2026-02-22 19:00:00,3.9,640.0,3.25,6.8,-2.7,249600000.0
2026-02-22 20:00:00,3.7,659.0,3.38,6.6,-2.1,243830000.00000003
2026-02-22 21:00:00,3.8,662.0,3.47,7.1,-3.8,251560000.0
2026-02-22 22:00:00,3.8,667.0,3.43,6.9,-1.9,253460000.0
2026-02-22 23:00:00,3.9,651.0,3.28,7.6,-3.4,253890000.0
2026-02-23 00:00:00,3.4,629.0,2.65,7.5,1.7,213860000.0
2026-02-23 01:00:00,2.6,629.0,1.96,7.8,-1.9,163540000.0
2026-02-23 02:00:00,2.4,637.0,1.84,7.8,-2.3,152880000.0
2026-02-23 03:00:00,2.3,672.0,1.95,7.1,-2.5,154560000.0
2026-02-23 04:00:00,2.2,684.0,1.97,7.1,-4.8,150480000.00000003
2026-02-23 05:00:00,2.4,681.0,2.08,6.8,-1.6,163440000.0
2026-02-23 06:00:00,2.5,679.0,2.13,6.8,-0.7,169750000.0
2026-02-23 07:00:00,2.6,687.0,2.32,6.8,0.6,178620000.0
2026-02-23 08:00:00,2.6,703.0,2.52,7.0,-0.3,182780000.0
